time,.timestamp,.latitude,.lat_dir,.longitude,.long_dir,.altitude,.utmeasting,.utmnorthing,.zone,.letter,.fix_quality
2020/02/25/17:15:28.873827,221530.203125,42.3365745544,N,-71.0876998901,W,9.25899982452,328012.345268,4689257.67409,19,T,5.0
2020/02/25/17:15:29.074239,221530.40625,42.3365745544,N,-71.0876998901,W,9.28499984741,328012.339189,4689257.65591,19,T,5.0
2020/02/25/17:15:29.274751,221530.59375,42.3365707397,N,-71.0876998901,W,9.59300041199,328012.44947,4689257.34636,19,T,4.0
2020/02/25/17:15:29.477725,221530.796875,42.3365707397,N,-71.0876998901,W,9.59500026703,328012.449858,4689257.30061,19,T,4.0
2020/02/25/17:15:29.679135,221531.0,42.3365707397,N,-71.0876998901,W,9.56799983978,328012.470282,4689257.2427,19,T,4.0
2020/02/25/17:15:29.870327,221531.203125,42.3365707397,N,-71.0876922607,W,9.53100013733,328012.515939,4689257.17732,19,T,4.0
2020/02/25/17:15:30.071714,221531.40625,42.3365707397,N,-71.0876922607,W,9.54399967194,328012.613291,4689257.0966,19,T,4.0
2020/02/25/17:15:30.271134,221531.59375,42.3365707397,N,-71.0876922607,W,9.60900020599,328012.701534,4689257.04777,19,T,4.0
2020/02/25/17:15:30.873864,221532.203125,42.3365707397,N,-71.0876922607,W,9.60499954224,328012.711053,4689256.99901,19,T,4.0
2020/02/25/17:15:31.476321,221532.796875,42.336566925,N,-71.0876922607,W,9.55700016022,328012.937084,4689256.84884,19,T,4.0
2020/02/25/17:15:32.088314,221533.40625,42.336566925,N,-71.0876922607,W,9.62600040436,328012.981003,4689256.7798,19,T,4.0
2020/02/25/17:15:44.465498,221545.796875,42.3365745544,N,-71.0876922607,W,9.55399990082,328012.932252,4689257.42987,19,T,5.0
2020/02/25/17:15:45.068331,221546.40625,42.3365745544,N,-71.0876922607,W,9.33899974823,328012.958656,4689257.48126,19,T,5.0
2020/02/25/17:15:45.678688,221547.0,42.3365745544,N,-71.0876922607,W,9.55200004578,328012.965687,4689257.47664,19,T,5.0
2020/02/25/17:15:46.275093,221547.59375,42.3365745544,N,-71.0876922607,W,9.57699966431,328012.977704,4689257.48487,19,T,5.0
2020/02/25/17:15:46.880844,221548.203125,42.3365745544,N,-71.0876922607,W,9.62300014496,328012.977749,4689257.49227,19,T,5.0
2020/02/25/17:15:47.072304,221548.40625,42.3365745544,N,-71.0876922607,W,9.64500045776,328012.977785,4689257.49375,19,T,5.0
2020/02/25/17:15:47.273589,221548.59375,42.3365745544,N,-71.0876922607,W,9.66800022125,328012.981505,4689257.49977,19,T,5.0
2020/02/25/17:15:47.475205,221548.796875,42.3365745544,N,-71.0876922607,W,9.58899974823,328012.9837,4689257.51083,19,T,5.0
2020/02/25/17:15:47.676378,221549.0,42.3365745544,N,-71.0876922607,W,9.51900005341,328012.989501,4689257.52328,19,T,5.0
2020/02/25/17:15:47.878916,221549.203125,42.3365745544,N,-71.0876922607,W,9.52200031281,328012.987125,4689257.52723,19,T,5.0
2020/02/25/17:15:48.070919,221549.40625,42.3365745544,N,-71.0876922607,W,9.5389995575,328012.984192,4689257.52526,19,T,5.0
2020/02/25/17:15:48.278748,221549.59375,42.3365745544,N,-71.0876922607,W,9.71700000763,328012.973678,4689257.50552,19,T,5.0
2020/02/25/17:15:48.477625,221549.796875,42.3365745544,N,-71.0876922607,W,9.84799957275,328012.975207,4689257.47826,19,T,5.0
2020/02/25/17:15:48.681954,221550.0,42.3365745544,N,-71.0876922607,W,9.83100032806,328012.985934,4689257.45633,19,T,5.0
2020/02/25/17:15:48.882427,221550.203125,42.3365745544,N,-71.0876922607,W,9.83899974823,328012.976598,4689257.40064,19,T,5.0
2020/02/25/17:15:49.071096,221550.40625,42.3365707397,N,-71.0876922607,W,9.84399986267,328012.998871,4689257.31731,19,T,5.0
2020/02/25/17:15:49.274568,221550.59375,42.3365707397,N,-71.0876922607,W,9.68799972534,328013.066897,4689257.21731,19,T,5.0
2020/02/25/17:15:49.478764,221550.796875,42.3365707397,N,-71.0876846313,W,9.78699970245,328013.175853,4689257.0776,19,T,5.0
2020/02/25/17:15:49.678400,221551.0,42.336566925,N,-71.0876846313,W,9.84700012207,328013.340876,4689256.888,19,T,5.0
2020/02/25/17:15:49.881850,221551.203125,42.336566925,N,-71.0876846313,W,9.79399967194,328013.475666,4689256.73728,19,T,5.0
2020/02/25/17:15:50.475060,221551.796875,42.3365631104,N,-71.087677002,W,9.85000038147,328013.896221,4689256.07697,19,T,5.0
2020/02/25/17:15:51.102295,221552.40625,42.336555481,N,-71.0876693726,W,9.71800041199,328014.458775,4689255.34132,19,T,5.0
2020/02/25/17:15:51.681955,221553.0,42.3365478516,N,-71.0876617432,W,9.67899990082,328014.997497,4689254.6031,19,T,5.0
2020/02/25/17:15:52.684025,221554.0,42.3365364075,N,-71.0876541138,W,9.96399974823,328016.020148,4689253.35154,19,T,5.0
2020/02/25/17:15:53.275970,221554.59375,42.3365325928,N,-71.0876464844,W,9.98499965668,328016.655645,4689252.6378,19,T,5.0
2020/02/25/17:15:53.874091,221555.203125,42.3365249634,N,-71.087638855,W,9.99400043488,328017.241629,4689251.9275,19,T,5.0
2020/02/25/17:15:54.478224,221555.796875,42.336517334,N,-71.0876312256,W,9.54800033569,328017.865679,4689251.26793,19,T,5.0
2020/02/25/17:15:55.076053,221556.40625,42.3365135193,N,-71.0876235962,W,9.50800037384,328018.444998,4689250.56038,19,T,5.0
2020/02/25/17:15:55.676482,221557.0,42.3365058899,N,-71.0876159668,W,9.3109998703,328019.085871,4689249.86411,19,T,5.0
2020/02/25/17:15:56.270779,221557.59375,42.3365020752,N,-71.0876083374,W,9.46199989319,328019.701965,4689249.13788,19,T,5.0
2020/02/25/17:15:56.872832,221558.203125,42.3364944458,N,-71.087600708,W,9.57999992371,328020.354051,4689248.46744,19,T,5.0
2020/02/25/17:15:57.270115,221558.59375,42.3364906311,N,-71.0875930786,W,10.0830001831,328020.723527,4689247.94264,19,T,5.0
2020/02/25/17:15:57.673848,221559.0,42.3364868164,N,-71.0875854492,W,9.55700016022,328021.116324,4689247.48356,19,T,5.0
2020/02/25/17:15:58.062941,221559.40625,42.3364830017,N,-71.0875854492,W,9.59599971771,328021.449315,4689247.00039,19,T,5.0
2020/02/25/17:15:58.679889,221600.0,42.3364753723,N,-71.0875778198,W,9.55200004578,328021.916436,4689246.29486,19,T,5.0
2020/02/25/17:15:59.279633,221600.59375,42.3364677429,N,-71.0875701904,W,9.64099979401,328022.480567,4689245.55065,19,T,5.0
2020/02/25/17:15:59.870919,221601.203125,42.3364639282,N,-71.087562561,W,9.38099956512,328023.111991,4689244.97312,19,T,5.0
2020/02/25/17:16:00.475029,221601.796875,42.3364601135,N,-71.0875549316,W,9.20199966431,328023.792026,4689244.6968,19,T,5.0
2020/02/25/17:16:01.074689,221602.40625,42.3364639282,N,-71.0875473022,W,9.01000022888,328024.540709,4689244.86064,19,T,5.0
2020/02/25/17:16:01.881030,221603.203125,42.3364677429,N,-71.0875320435,W,9.19799995422,328025.461823,4689245.34932,19,T,5.0
2020/02/25/17:16:02.674022,221604.0,42.3364753723,N,-71.0875320435,W,9.66800022125,328026.018283,4689246.11713,19,T,5.0
2020/02/25/17:16:03.271535,221604.59375,42.336479187,N,-71.0875244141,W,11.3900003433,328026.583942,4689246.73916,19,T,5.0
2020/02/25/17:16:03.874843,221605.203125,42.3364868164,N,-71.0875091553,W,11.9779996872,328027.387814,4689247.65126,19,T,5.0
2020/02/25/17:16:04.476195,221605.796875,42.3364944458,N,-71.0875015259,W,12.0349998474,328028.022275,4689248.31678,19,T,5.0
2020/02/25/17:16:05.080842,221606.40625,42.3364982605,N,-71.0874938965,W,12.6440000534,328028.736113,4689248.90258,19,T,5.0
2020/02/25/17:16:05.677895,221607.0,42.3365058899,N,-71.0874862671,W,12.3830003738,328029.385772,4689249.60514,19,T,5.0
2020/02/25/17:16:06.270674,221607.59375,42.3365135193,N,-71.0874786377,W,12.4479999542,328030.115225,4689250.27297,19,T,5.0
2020/02/25/17:16:06.868464,221608.203125,42.336517334,N,-71.0874710083,W,13.2729997635,328030.787684,4689250.88015,19,T,5.0
2020/02/25/17:16:07.472010,221608.796875,42.3365249634,N,-71.0874633789,W,12.9029998779,328031.477489,4689251.66783,19,T,5.0
2020/02/25/17:16:08.074097,221609.40625,42.3365287781,N,-71.0874557495,W,14.3470001221,328032.114973,4689252.18792,19,T,5.0
2020/02/25/17:16:08.680120,221610.0,42.3365364075,N,-71.0874481201,W,13.9650001526,328032.659485,4689252.81602,19,T,5.0
2020/02/25/17:16:09.275965,221610.59375,42.3365402222,N,-71.0874404907,W,15.1599998474,328033.314466,4689253.43882,19,T,5.0
2020/02/25/17:16:09.873901,221611.203125,42.3365478516,N,-71.0874328613,W,14.2749996185,328033.785173,4689254.27299,19,T,1.0
2020/02/25/17:16:11.072423,221612.40625,42.3365440369,N,-71.087387085,W,24.3330001831,328037.784881,4689253.47741,19,T,1.0
2020/02/25/17:16:12.272002,221613.59375,42.3365936279,N,-71.087387085,W,25.8330001831,328037.807861,4689259.09268,19,T,1.0
2020/02/25/17:16:13.266665,221614.59375,42.3366127014,N,-71.0873794556,W,15.5830001831,328038.664282,4689261.127,19,T,5.0
2020/02/25/17:16:13.877367,221615.203125,42.3366088867,N,-71.0873641968,W,21.7670001984,328039.702998,4689260.71447,19,T,5.0
2020/02/25/17:16:14.475088,221615.796875,42.336605072,N,-71.0873565674,W,20.8260002136,328040.556419,4689260.34297,19,T,5.0
2020/02/25/17:16:15.071738,221616.40625,42.3366088867,N,-71.0873413086,W,16.9689998627,328041.72277,4689260.70841,19,T,5.0
2020/02/25/17:16:15.675241,221617.0,42.3366165161,N,-71.0873336792,W,16.7290000916,328042.28253,4689261.51002,19,T,5.0
2020/02/25/17:16:16.266559,221617.59375,42.3366203308,N,-71.0873260498,W,18.436000824,328042.777233,4689261.74899,19,T,5.0
2020/02/25/17:16:16.677917,221618.0,42.3366203308,N,-71.0873260498,W,18.3670005798,328043.117294,4689262.04082,19,T,5.0
2020/02/25/17:16:17.470332,221618.796875,42.3366279602,N,-71.0873184204,W,17.8880004883,328043.87362,4689262.56651,19,T,5.0
2020/02/25/17:16:18.075738,221619.40625,42.3366317749,N,-71.087310791,W,17.0240001678,328044.600989,4689263.15512,19,T,5.0
2020/02/25/17:16:18.690396,221620.0,42.3366317749,N,-71.0873031616,W,16.3069992065,328045.181647,4689263.31365,19,T,5.0
2020/02/25/17:16:19.270479,221620.59375,42.3366355896,N,-71.0872955322,W,15.2139997482,328045.868317,4689263.71067,19,T,5.0
2020/02/25/17:16:19.870110,221621.203125,42.3366394043,N,-71.0872802734,W,15.1260004044,328046.626557,4689264.07928,19,T,5.0
2020/02/25/17:16:20.473340,221621.796875,42.336643219,N,-71.087272644,W,14.8190002441,328047.261125,4689264.49184,19,T,5.0
2020/02/25/17:16:21.075883,221622.40625,42.3366470337,N,-71.087272644,W,15.8809995651,328047.678988,4689264.94195,19,T,5.0
2020/02/25/17:16:21.277209,221622.59375,42.3366508484,N,-71.087272644,W,16.0529994965,328047.871351,4689265.11611,19,T,5.0
2020/02/25/17:16:21.470691,221622.796875,42.3366508484,N,-71.0872650146,W,15.8369998932,328048.115347,4689265.30604,19,T,5.0
2020/02/25/17:16:21.671269,221623.0,42.3366546631,N,-71.0872650146,W,15.998000145,328048.302505,4689265.51441,19,T,5.0
2020/02/25/17:16:21.869445,221623.203125,42.3366546631,N,-71.0872650146,W,16.1040000916,328048.506027,4689265.70663,19,T,5.0
2020/02/25/17:16:22.070265,221623.40625,42.3366584778,N,-71.0872573853,W,15.9259996414,328048.791196,4689265.81074,19,T,5.0
2020/02/25/17:16:22.880787,221624.203125,42.3366622925,N,-71.0872497559,W,15.2100000381,328049.781257,4689266.34347,19,T,5.0
2020/02/25/17:16:23.673310,221625.0,42.3366661072,N,-71.0872344971,W,15.0340003967,328050.822539,4689266.83031,19,T,5.0
2020/02/25/17:16:24.273179,221625.59375,42.3366699219,N,-71.0872268677,W,15.0600004196,328051.550855,4689267.34002,19,T,5.0
2020/02/25/17:16:24.870842,221626.203125,42.3366775513,N,-71.0872192383,W,15.1309995651,328052.181683,4689267.93045,19,T,5.0
2020/02/25/17:16:25.075634,221626.40625,42.3366775513,N,-71.0872116089,W,15.0240001678,328052.418025,4689268.1052,19,T,5.0
2020/02/25/17:16:25.764730,221627.0,42.3366851807,N,-71.0872039795,W,15.2440004349,328053.152947,4689268.68252,19,T,5.0
2020/02/25/17:16:26.268722,221627.59375,42.3367080688,N,-71.0872039795,W,23.468000412,328053.506536,4689271.29991,19,T,5.0
2020/02/25/17:16:26.876615,221628.203125,42.3367118835,N,-71.0871963501,W,23.0569992065,328054.280067,4689271.61425,19,T,5.0
2020/02/25/17:16:27.473808,221628.796875,42.3367156982,N,-71.0871810913,W,22.9829998016,328055.057442,4689272.15238,19,T,5.0
2020/02/25/17:16:28.070946,221629.40625,42.3367195129,N,-71.0871734619,W,22.4850006104,328055.798558,4689272.54548,19,T,5.0
2020/02/25/17:16:28.270393,221629.59375,42.3367195129,N,-71.0871734619,W,22.3560009003,328056.039161,4689272.69791,19,T,5.0
2020/02/25/17:16:28.864914,221630.203125,42.3367233276,N,-71.0871658325,W,22.2210006714,328056.739334,4689273.20294,19,T,5.0
2020/02/25/17:16:29.471766,221630.796875,42.336730957,N,-71.0871582031,W,22.0809993744,328057.426048,4689273.72496,19,T,5.0
2020/02/25/17:16:30.068150,221631.40625,42.3367347717,N,-71.0871429443,W,21.8540000916,328058.214039,4689274.37098,19,T,5.0
2020/02/25/17:16:30.674212,221632.0,42.3367424011,N,-71.0871353149,W,21.7240009308,328058.929911,4689274.97266,19,T,5.0
2020/02/25/17:16:31.276651,221632.59375,42.3367462158,N,-71.0871276855,W,21.6060009003,328059.643589,4689275.53532,19,T,5.0
2020/02/25/17:16:31.474300,221632.796875,42.3367462158,N,-71.0871276855,W,21.1970005035,328059.853414,4689275.55331,19,T,5.0
2020/02/25/17:16:32.067131,221633.40625,42.3367500305,N,-71.0871200562,W,20.1900005341,328060.338778,4689275.74214,19,T,5.0
2020/02/25/17:16:32.674614,221634.0,42.3367538452,N,-71.0871124268,W,20.1870002747,328060.958115,4689276.3123,19,T,1.0
2020/02/25/17:16:33.272039,221634.59375,42.3367233276,N,-71.0871353149,W,16.1089992523,328058.841844,4689272.82319,19,T,5.0
2020/02/25/17:16:33.475217,221634.796875,42.3367042542,N,-71.0871505737,W,14.1049995422,328057.691018,4689271.00221,19,T,1.0
2020/02/25/17:16:34.075446,221635.40625,42.3367385864,N,-71.0871200562,W,16.8840007782,328060.524277,4689274.72427,19,T,5.0
2020/02/25/17:16:35.671557,221637.0,42.3367042542,N,-71.0871429443,W,10.7530002594,328058.664421,4689270.7835,19,T,1.0
2020/02/25/17:16:36.458075,221637.796875,42.3367118835,N,-71.0871276855,W,10.9510002136,328059.794411,4689271.80594,19,T,5.0
2020/02/25/17:16:37.069880,221638.40625,42.3367042542,N,-71.0871276855,W,9.09799957275,328059.47106,4689270.71148,19,T,5.0
2020/02/25/17:16:37.275675,221638.59375,42.3367042542,N,-71.0871276855,W,9.14000034332,328059.630082,4689270.84832,19,T,1.0
2020/02/25/17:16:37.864109,221639.203125,42.3366470337,N,-71.0872421265,W,6.26999998093,328050.029265,4689264.7937,19,T,1.0
2020/02/25/17:16:38.270615,221639.59375,42.3365745544,N,-71.0874176025,W,4.507999897,328035.640929,4689257.06091,19,T,1.0
2020/02/25/17:16:38.866785,221640.203125,42.3364677429,N,-71.087677002,W,1.75699996948,328013.996541,4689245.46746,19,T,1.0
2020/02/25/17:16:39.463260,221640.796875,42.3363189697,N,-71.0880203247,W,-1.98199999332,327985.051732,4689230.05043,19,T,1.0
2020/02/25/17:16:40.058576,221641.40625,42.3365440369,N,-71.0876083374,W,8.96800041199,328019.820843,4689254.08655,19,T,1.0
2020/02/25/17:16:40.665208,221642.0,42.3365287781,N,-71.0877380371,W,13.5530004501,328008.585703,4689252.44185,19,T,1.0
2020/02/25/17:16:41.258712,221642.59375,42.3327865601,N,-71.0863876343,W,-633.059997559,328110.002309,4688834.50051,19,T,1.0
2020/02/25/17:16:42.057918,221643.40625,42.3328018188,N,-71.0863800049,W,-634.679992676,328110.701102,4688836.17426,19,T,1.0
2020/02/25/17:16:42.662916,221644.0,42.3328094482,N,-71.0863723755,W,-635.45098877,328111.508096,4688836.80353,19,T,1.0
2020/02/25/17:16:43.259347,221644.59375,42.3370742798,N,-71.0869674683,W,47.5620002747,328073.594768,4689311.47471,19,T,1.0
2020/02/25/17:16:43.853122,221645.203125,42.3370819092,N,-71.0869598389,W,47.0929985046,328074.381362,4689312.31594,19,T,1.0
2020/02/25/17:16:44.455429,221645.796875,42.3370819092,N,-71.0869445801,W,47.186000824,328075.527252,4689312.36874,19,T,1.0
2020/02/25/17:16:45.056180,221646.40625,42.3370895386,N,-71.0869369507,W,46.7439994812,328076.331538,4689313.1751,19,T,1.0
2020/02/25/17:16:45.657871,221647.0,42.3371772766,N,-71.0869598389,W,60.0429992676,328075.080994,4689323.066,19,T,1.0
2020/02/25/17:16:46.268791,221647.59375,42.3371810913,N,-71.0869522095,W,59.4930000305,328075.676185,4689323.40268,19,T,1.0
2020/02/25/17:16:47.057506,221648.40625,42.3371810913,N,-71.0869369507,W,58.7820014954,328076.441202,4689323.42076,19,T,1.0
2020/02/25/17:16:47.857304,221649.203125,42.3370780945,N,-71.0868988037,W,39.766998291,328079.84239,4689311.72489,19,T,1.0
2020/02/25/17:16:48.462418,221649.796875,42.3370819092,N,-71.0868835449,W,39.7050018311,328080.739247,4689312.26694,19,T,1.0
2020/02/25/17:16:51.269090,221652.59375,42.3369865417,N,-71.0868301392,W,22.2759990692,328084.837086,4689301.69359,19,T,1.0
2020/02/25/17:16:51.864991,221653.203125,42.3369903564,N,-71.0868225098,W,22.0090007782,328085.723437,4689301.81313,19,T,1.0
2020/02/25/17:16:52.465353,221653.796875,42.336971283,N,-71.0868759155,W,22.436000824,328081.150203,4689300.05799,19,T,1.0
2020/02/25/17:16:53.063952,221654.40625,42.336971283,N,-71.0868682861,W,22.2430000305,328082.019564,4689300.06184,19,T,1.0
2020/02/25/17:16:53.659383,221655.0,42.3369750977,N,-71.0868530273,W,21.9379997253,328082.922395,4689300.24264,19,T,1.0
2020/02/25/17:16:54.262597,221655.59375,42.3368644714,N,-71.0867614746,W,-0.11400000006,328090.158181,4689288.00416,19,T,1.0
2020/02/25/17:16:54.862132,221656.203125,42.3368721008,N,-71.0867996216,W,2.7349998951,328086.976378,4689288.64872,19,T,5.0
2020/02/25/17:16:55.474464,221656.796875,42.3368682861,N,-71.0867996216,W,2.48300004005,328087.004942,4689288.40747,19,T,1.0
2020/02/25/17:16:56.071631,221657.40625,42.3368797302,N,-71.0867996216,W,3.85500001907,328087.277534,4689289.58353,19,T,1.0
2020/02/25/17:16:56.671918,221658.0,42.336894989,N,-71.0867843628,W,5.82100009918,328088.25413,4689291.45454,19,T,1.0
2020/02/25/17:16:57.073812,221658.40625,42.3372039795,N,-71.0868530273,W,57.3520011902,328083.425659,4689325.7769,19,T,1.0
2020/02/25/17:16:57.670006,221659.0,42.3370132446,N,-71.0867996216,W,24.5729999542,328087.265248,4689304.64117,19,T,5.0
2020/02/25/17:16:58.077239,221659.40625,42.3370132446,N,-71.0867996216,W,23.6930007935,328087.379803,4689304.34892,19,T,5.0
2020/02/25/17:16:58.672845,221700.0,42.3369445801,N,-71.086769104,W,10.6350002289,328089.643067,4689296.9548,19,T,5.0
2020/02/25/17:16:59.064385,221700.40625,42.3369941711,N,-71.0867767334,W,18.2280006409,328089.402616,4689302.45746,19,T,5.0
2020/02/25/17:16:59.466316,221700.796875,42.3369941711,N,-71.0867767334,W,17.4400005341,328089.412954,4689302.44202,19,T,5.0
2020/02/25/17:17:00.261592,221701.59375,42.3369445801,N,-71.086769104,W,7.07499980927,328090.141913,4689296.97645,19,T,5.0
2020/02/25/17:17:00.869315,221702.203125,42.3369216919,N,-71.0867614746,W,1.61899995804,328090.113692,4689294.23645,19,T,5.0
2020/02/25/17:17:01.476587,221702.796875,42.3369445801,N,-71.0867767334,W,3.51999998093,328089.47854,4689296.60477,19,T,5.0
2020/02/25/17:17:02.069170,221703.40625,42.3369560242,N,-71.0867843628,W,4.35799980164,328088.755431,4689298.00342,19,T,5.0
2020/02/25/17:17:02.671597,221704.0,42.3369750977,N,-71.0867919922,W,7.21899986267,328087.80604,4689300.08502,19,T,5.0
2020/02/25/17:17:03.264956,221704.59375,42.3369750977,N,-71.0867996216,W,6.39900016785,328087.292174,4689300.44781,19,T,5.0
2020/02/25/17:17:03.872524,221705.203125,42.3369827271,N,-71.086807251,W,6.5560002327,328086.68388,4689301.25679,19,T,5.0
2020/02/25/17:17:04.474725,221705.796875,42.3369903564,N,-71.0868148804,W,6.67000007629,328086.194154,4689302.13861,19,T,5.0
2020/02/25/17:17:05.072718,221706.40625,42.3369941711,N,-71.0868225098,W,5.09899997711,328085.866613,4689302.26165,19,T,5.0
2020/02/25/17:17:05.677324,221707.0,42.3370094299,N,-71.0868301392,W,7.9390001297,328085.069885,4689304.29932,19,T,5.0
2020/02/25/17:17:06.272172,221707.59375,42.337020874,N,-71.0868377686,W,8.9139995575,328084.538405,4689305.56789,19,T,5.0
2020/02/25/17:17:06.871904,221708.203125,42.3370361328,N,-71.0868453979,W,10.0559997559,328084.10858,4689306.94786,19,T,5.0
2020/02/25/17:17:07.473573,221708.796875,42.3370437622,N,-71.0868453979,W,10.1949996948,328083.837078,4689307.8484,19,T,5.0
2020/02/25/17:17:08.274535,221709.59375,42.3370513916,N,-71.0868530273,W,10.3979997635,328083.465537,4689309.0225,19,T,5.0
2020/02/25/17:17:08.869187,221710.203125,42.3370628357,N,-71.0868530273,W,10.7829999924,328083.190374,4689310.0146,19,T,5.0
2020/02/25/17:17:09.062860,221710.40625,42.3370666504,N,-71.0868530273,W,11.1319999695,328083.12494,4689310.44417,19,T,5.0
2020/02/25/17:17:09.671199,221711.0,42.3370742798,N,-71.0868606567,W,11.361000061,328082.926638,4689311.50587,19,T,5.0
2020/02/25/17:17:09.869437,221711.203125,42.3370780945,N,-71.0868606567,W,11.3780002594,328082.86619,4689311.82512,19,T,5.0
2020/02/25/17:17:11.064975,221712.40625,42.3370933533,N,-71.0868606567,W,11.5520000458,328082.55279,4689313.62723,19,T,5.0
2020/02/25/17:17:12.869868,221714.203125,42.3371162415,N,-71.0868682861,W,11.4659996033,328082.037356,4689315.87428,19,T,5.0
2020/02/25/17:17:13.665951,221715.0,42.3371200562,N,-71.0868759155,W,10.9619998932,328081.779651,4689316.45245,19,T,5.0
2020/02/25/17:17:13.867689,221715.203125,42.3371200562,N,-71.0868759155,W,10.8319997787,328081.688485,4689316.56691,19,T,5.0
2020/02/25/17:17:14.068794,221715.40625,42.3371238708,N,-71.0868759155,W,10.7969999313,328081.562082,4689316.70668,19,T,5.0
2020/02/25/17:17:14.670321,221716.0,42.3371238708,N,-71.0868759155,W,10.4530000687,328081.234165,4689316.78639,19,T,5.0
2020/02/25/17:17:15.271479,221716.59375,42.3371200562,N,-71.0868835449,W,10.0959997177,328081.033668,4689316.65576,19,T,5.0
2020/02/25/17:17:16.675658,221718.0,42.3371200562,N,-71.0868835449,W,9.40999984741,328080.987088,4689316.34764,19,T,5.0
2020/02/25/17:17:17.268456,221718.59375,42.3371200562,N,-71.0868835449,W,9.04500007629,328081.053705,4689316.29657,19,T,5.0
2020/02/25/17:17:17.466792,221718.796875,42.3371162415,N,-71.0868835449,W,8.93200016022,328081.061871,4689316.28785,19,T,5.0
2020/02/25/17:17:17.675991,221719.0,42.3371162415,N,-71.0868835449,W,8.85099983215,328081.06673,4689316.2731,19,T,5.0
2020/02/25/17:17:17.873738,221719.203125,42.3371162415,N,-71.0868835449,W,8.76599979401,328081.088817,4689316.25496,19,T,5.0
2020/02/25/17:17:18.075759,221719.40625,42.3371162415,N,-71.0868835449,W,8.69799995422,328081.106073,4689316.22473,19,T,5.0
