time,.timestamp,.latitude,.lat_dir,.longitude,.long_dir,.altitude,.utmeasting,.utmnorthing,.zone,.letter,.fix_quality
2020/02/26/13:26:41.706966,182641.59375,42.3389129639,N,-71.0846710205,W,-2.05900001526,328267.785773,4689510.94777,19,T,5.0
2020/02/26/13:26:42.316092,182642.203125,42.3389129639,N,-71.0846710205,W,-2.07899999619,328267.782705,4689510.95711,19,T,5.0
2020/02/26/13:26:42.905164,182642.796875,42.3389129639,N,-71.0846710205,W,-2.09200000763,328267.782951,4689510.96155,19,T,5.0
2020/02/26/13:26:43.502714,182643.40625,42.3389129639,N,-71.0846710205,W,-2.11199998856,328267.782094,4689510.96583,19,T,5.0
2020/02/26/13:26:44.111328,182644.0,42.3389129639,N,-71.0846710205,W,-2.11800003052,328267.779302,4689510.9696,19,T,5.0
2020/02/26/13:26:44.709417,182644.59375,42.3389129639,N,-71.0846710205,W,-2.12599992752,328267.778436,4689510.97351,19,T,5.0
2020/02/26/13:26:45.314147,182645.203125,42.3389129639,N,-71.0846710205,W,-2.13700008392,328267.777043,4689510.97836,19,T,5.0
2020/02/26/13:26:45.904948,182645.796875,42.3389129639,N,-71.0846710205,W,-2.14599990845,328267.780232,4689510.98513,19,T,5.0
2020/02/26/13:26:46.503400,182646.40625,42.3389129639,N,-71.0846710205,W,-2.15400004387,328267.779681,4689510.9907,19,T,5.0
2020/02/26/13:26:47.105738,182647.0,42.3389129639,N,-71.0846710205,W,-2.15400004387,328267.78169,4689510.99417,19,T,5.0
2020/02/26/13:26:47.708438,182647.59375,42.3389129639,N,-71.0846710205,W,-2.16400003433,328267.782585,4689511.00267,19,T,5.0
2020/02/26/13:26:48.315631,182648.203125,42.3389129639,N,-71.0846710205,W,-2.17100000381,328267.786466,4689511.00405,19,T,5.0
2020/02/26/13:26:48.908375,182648.796875,42.3389129639,N,-71.0846710205,W,-2.1819999218,328267.78949,4689511.00972,19,T,5.0
2020/02/26/13:26:49.511696,182649.40625,42.3389129639,N,-71.0846710205,W,-2.1930000782,328267.790353,4689511.01692,19,T,5.0
2020/02/26/13:26:50.120519,182650.0,42.3389129639,N,-71.0846710205,W,-2.19000005722,328267.792398,4689511.02187,19,T,5.0
2020/02/26/13:26:50.704034,182650.59375,42.3389129639,N,-71.0846710205,W,-2.19000005722,328267.797147,4689511.03064,19,T,5.0
2020/02/26/13:26:51.306120,182651.203125,42.3389129639,N,-71.0846710205,W,-2.19199991226,328267.800459,4689511.03686,19,T,5.0
2020/02/26/13:26:51.912263,182651.796875,42.3389129639,N,-71.0846710205,W,-2.19400000572,328267.804138,4689511.04121,19,T,5.0
