time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.latitude,.longitude,.fix_style,.altitude,.utm_easting,.utm_northing,.Zone,.fields
2020/02/25/17:28:18.173952,532,1582669698,173276901,,42.337184906,-71.0903320312,4.0,0.973999977112,327796.90625,4689330.5,19,T
2020/02/25/17:28:20.113524,533,1582669700,112904071,,42.337184906,-71.0903320312,4.0,0.972999989986,327796.90625,4689330.5,19,T
2020/02/25/17:28:22.052808,534,1582669702,52158117,,42.337184906,-71.0903320312,4.0,0.981999993324,327796.90625,4689330.5,19,T
2020/02/25/17:28:23.993341,535,1582669703,992703914,,42.337184906,-71.0903320312,4.0,0.986000001431,327796.90625,4689330.5,19,T
2020/02/25/17:28:25.933739,536,1582669705,933305978,,42.337184906,-71.0903320312,4.0,0.98400002718,327796.90625,4689330.5,19,T
2020/02/25/17:28:27.877726,537,1582669707,877079963,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:28:29.821497,538,1582669709,820907115,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:28:31.764923,539,1582669711,764267921,,42.337184906,-71.0903320312,4.0,0.98400002718,327796.90625,4689330.5,19,T
2020/02/25/17:28:33.708794,540,1582669713,708120107,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:28:35.828076,541,1582669715,827337026,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:28:37.948373,542,1582669717,947742938,,42.337184906,-71.0903320312,4.0,0.976999998093,327796.90625,4689330.5,19,T
2020/02/25/17:28:38.301648,543,1582669718,301042079,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:28:40.418219,544,1582669720,417916059,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:28:42.538670,545,1582669722,537925958,,42.337184906,-71.0903320312,4.0,0.999000012875,327796.90625,4689330.5,19,T
2020/02/25/17:28:44.657533,546,1582669724,656902074,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:28:46.777163,547,1582669726,776510000,,42.337184906,-71.0903320312,4.0,0.995999991894,327796.90625,4689330.5,19,T
2020/02/25/17:28:48.895382,548,1582669728,894728899,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:28:51.012949,549,1582669731,12391090,,42.337184906,-71.0903320312,4.0,1.00300002098,327796.90625,4689330.5,19,T
2020/02/25/17:28:53.133145,550,1582669733,132527112,,42.337184906,-71.0903320312,4.0,0.990999996662,327796.90625,4689330.5,19,T
2020/02/25/17:28:55.254680,551,1582669735,253874063,,42.337184906,-71.0903320312,4.0,0.990999996662,327796.90625,4689330.5,19,T
2020/02/25/17:28:57.373821,552,1582669737,373188018,,42.337184906,-71.0903320312,4.0,0.989000022411,327796.90625,4689330.5,19,T
2020/02/25/17:28:59.491651,553,1582669739,491328001,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:29:01.607362,554,1582669741,606569051,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:29:02.490193,555,1582669742,489489078,,42.337184906,-71.0903320312,4.0,0.992999970913,327796.90625,4689330.5,19,T
2020/02/25/17:29:04.606813,556,1582669744,606158971,,42.337184906,-71.0903320312,4.0,0.991999983788,327796.90625,4689330.5,19,T
2020/02/25/17:29:06.723486,557,1582669746,722824096,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:29:08.840721,558,1582669748,840064048,,42.337184906,-71.0903320312,4.0,0.986000001431,327796.90625,4689330.5,19,T
2020/02/25/17:29:10.955248,559,1582669750,954993963,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:29:13.073323,560,1582669753,72683095,,42.337184906,-71.0903320312,4.0,0.991999983788,327796.90625,4689330.5,19,T
2020/02/25/17:29:15.194261,561,1582669755,193531036,,42.337184906,-71.0903320312,4.0,0.995999991894,327796.90625,4689330.5,19,T
2020/02/25/17:29:17.314287,562,1582669757,313602924,,42.337184906,-71.0903320312,4.0,0.990000009537,327796.90625,4689330.5,19,T
2020/02/25/17:29:19.432524,563,1582669759,431866884,,42.337184906,-71.0903320312,4.0,0.987999975681,327796.90625,4689330.5,19,T
2020/02/25/17:29:21.552924,564,1582669761,552344083,,42.337184906,-71.0903320312,4.0,0.987999975681,327796.90625,4689330.5,19,T
2020/02/25/17:29:21.906200,565,1582669761,905544996,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:29:23.849639,566,1582669763,848978042,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:25.791637,567,1582669765,791071891,,42.337184906,-71.0903320312,4.0,0.972999989986,327796.90625,4689330.5,19,T
2020/02/25/17:29:27.735072,568,1582669767,734694004,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:29.676994,569,1582669769,676470994,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:31.621094,570,1582669771,620506048,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:33.564517,571,1582669773,563986063,,42.337184906,-71.0903320312,4.0,0.973999977112,327796.90625,4689330.5,19,T
2020/02/25/17:29:35.507642,572,1582669775,507045984,,42.337184906,-71.0903320312,4.0,0.966000020504,327796.90625,4689330.5,19,T
2020/02/25/17:29:37.450552,573,1582669777,449851989,,42.337184906,-71.0903320312,4.0,0.981000006199,327796.90625,4689330.5,19,T
2020/02/25/17:29:39.391678,574,1582669779,391063928,,42.337184906,-71.0903320312,4.0,0.980000019073,327796.90625,4689330.5,19,T
2020/02/25/17:29:41.331414,575,1582669781,330741882,,42.337184906,-71.0903320312,4.0,0.976000010967,327796.90625,4689330.5,19,T
2020/02/25/17:29:43.271674,576,1582669783,270998001,,42.337184906,-71.0903320312,4.0,0.976999998093,327796.90625,4689330.5,19,T
2020/02/25/17:29:45.210228,577,1582669785,209527969,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:47.150526,578,1582669787,149851083,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:29:49.090034,579,1582669789,89371919,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:51.030699,580,1582669791,29989004,,42.337184906,-71.0903320312,4.0,0.976999998093,327796.90625,4689330.5,19,T
2020/02/25/17:29:52.975111,581,1582669792,974495887,,42.337184906,-71.0903320312,4.0,0.975000023842,327796.90625,4689330.5,19,T
2020/02/25/17:29:54.919283,582,1582669794,918617010,,42.337184906,-71.0903320312,4.0,0.973999977112,327796.90625,4689330.5,19,T
2020/02/25/17:29:56.861762,583,1582669796,861176013,,42.337184906,-71.0903320312,4.0,0.977999985218,327796.90625,4689330.5,19,T
2020/02/25/17:29:58.804272,584,1582669798,803519964,,42.337184906,-71.0903320312,4.0,0.972999989986,327796.90625,4689330.5,19,T
2020/02/25/17:30:00.746881,585,1582669800,746251106,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:02.692092,586,1582669802,691452980,,42.337184906,-71.0903320312,4.0,0.975000023842,327796.90625,4689330.5,19,T
2020/02/25/17:30:04.635490,587,1582669804,634846925,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:06.578720,588,1582669806,578149080,,42.337184906,-71.0903320312,4.0,0.964999973774,327796.90625,4689330.5,19,T
2020/02/25/17:30:08.697813,589,1582669808,697189092,,42.337184906,-71.0903320312,4.0,0.963999986649,327796.90625,4689330.5,19,T
2020/02/25/17:30:10.819246,590,1582669810,818691968,,42.337184906,-71.0903320312,4.0,0.961000025272,327796.90625,4689330.5,19,T
2020/02/25/17:30:12.936376,591,1582669812,935693979,,42.337184906,-71.0903320312,4.0,0.971000015736,327796.90625,4689330.5,19,T
2020/02/25/17:30:15.053139,592,1582669815,52484035,,42.337184906,-71.0903320312,4.0,0.967999994755,327796.90625,4689330.5,19,T
2020/02/25/17:30:17.169601,593,1582669817,168931007,,42.337184906,-71.0903320312,4.0,0.967999994755,327796.90625,4689330.5,19,T
2020/02/25/17:30:19.284228,594,1582669819,283962965,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:21.400548,595,1582669821,399893045,,42.337184906,-71.0903320312,4.0,0.962999999523,327796.90625,4689330.5,19,T
2020/02/25/17:30:23.516929,596,1582669823,516346931,,42.337184906,-71.0903320312,4.0,0.961000025272,327796.90625,4689330.5,19,T
2020/02/25/17:30:25.637481,597,1582669825,636816978,,42.337184906,-71.0903320312,4.0,0.955999970436,327796.90625,4689330.5,19,T
2020/02/25/17:30:27.757047,598,1582669827,756431102,,42.337184906,-71.0903320312,4.0,0.955999970436,327796.90625,4689330.5,19,T
2020/02/25/17:30:29.876808,599,1582669829,876182079,,42.337184906,-71.0903320312,4.0,0.959999978542,327796.90625,4689330.5,19,T
2020/02/25/17:30:31.996024,600,1582669831,995316982,,42.337184906,-71.0903320312,4.0,0.96899998188,327796.90625,4689330.5,19,T
2020/02/25/17:30:34.116295,601,1582669834,115704059,,42.337184906,-71.0903320312,4.0,0.966000020504,327796.90625,4689330.5,19,T
2020/02/25/17:30:35.883883,602,1582669835,883224964,,42.337184906,-71.0903320312,4.0,0.975000023842,327796.90625,4689330.5,19,T
2020/02/25/17:30:38.004821,603,1582669838,4247903,,42.337184906,-71.0903320312,4.0,0.972000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:40.122039,604,1582669840,121747016,,42.337184906,-71.0903320312,4.0,0.967000007629,327796.90625,4689330.5,19,T
2020/02/25/17:30:42.241510,605,1582669842,240921020,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:44.359044,606,1582669844,358371019,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:46.479301,607,1582669846,478723049,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:48.598804,608,1582669848,598205089,,42.337184906,-71.0903320312,4.0,0.964999973774,327796.90625,4689330.5,19,T
2020/02/25/17:30:50.717585,609,1582669850,716948986,,42.337184906,-71.0903320312,4.0,0.964999973774,327796.90625,4689330.5,19,T
2020/02/25/17:30:52.838187,610,1582669852,837527990,,42.337184906,-71.0903320312,4.0,0.961000025272,327796.90625,4689330.5,19,T
2020/02/25/17:30:54.958832,611,1582669854,958187103,,42.337184906,-71.0903320312,4.0,0.959999978542,327796.90625,4689330.5,19,T
2020/02/25/17:30:57.078912,612,1582669857,78335046,,42.337184906,-71.0903320312,4.0,0.97000002861,327796.90625,4689330.5,19,T
2020/02/25/17:30:59.195649,613,1582669859,195012092,,42.337184906,-71.0903320312,4.0,0.964999973774,327796.90625,4689330.5,19,T
2020/02/25/17:31:01.311455,614,1582669861,310792922,,42.337184906,-71.0903320312,4.0,0.962999999523,327796.90625,4689330.5,19,T
2020/02/25/17:31:03.427438,615,1582669863,426798105,,42.337184906,-71.0903320312,4.0,0.961000025272,327796.90625,4689330.5,19,T
2020/02/25/17:31:05.542025,616,1582669865,541394948,,42.337184906,-71.0903320312,4.0,0.962999999523,327796.90625,4689330.5,19,T
2020/02/25/17:31:07.657165,617,1582669867,656750917,,42.337184906,-71.0903320312,4.0,0.967999994755,327796.90625,4689330.5,19,T
2020/02/25/17:31:09.774693,618,1582669869,774028062,,42.337184906,-71.0903320312,4.0,0.962999999523,327796.90625,4689330.5,19,T
2020/02/25/17:31:11.893541,619,1582669871,892942905,,42.337184906,-71.0903320312,4.0,0.962000012398,327796.90625,4689330.5,19,T
2020/02/25/17:31:14.015659,620,1582669874,15053033,,42.337184906,-71.0903320312,4.0,0.957000017166,327796.90625,4689330.5,19,T
2020/02/25/17:31:16.134503,621,1582669876,133934974,,42.337184906,-71.0903320312,4.0,0.958000004292,327796.90625,4689330.5,19,T
2020/02/25/17:31:18.255037,622,1582669878,254415035,,42.337184906,-71.0903320312,4.0,0.967000007629,327796.90625,4689330.5,19,T
2020/02/25/17:31:20.374818,623,1582669880,374134063,,42.337184906,-71.0903320312,4.0,0.975000023842,327796.90625,4689330.5,19,T
2020/02/25/17:31:22.142333,624,1582669882,141654968,,42.337184906,-71.0903320312,4.0,0.995999991894,327796.90625,4689330.5,19,T
2020/02/25/17:31:24.263362,625,1582669884,262671947,,42.337184906,-71.0903320312,4.0,0.986999988556,327796.90625,4689330.5,19,T
2020/02/25/17:31:26.380627,626,1582669886,380029916,,42.337184906,-71.0903320312,4.0,0.986999988556,327796.90625,4689330.5,19,T
2020/02/25/17:31:28.500153,627,1582669888,499552965,,42.337184906,-71.0903320312,4.0,0.989000022411,327796.90625,4689330.5,19,T
2020/02/25/17:31:30.619990,628,1582669890,619371891,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:31:32.737443,629,1582669892,736828088,,42.337184906,-71.0903320312,4.0,0.995999991894,327796.90625,4689330.5,19,T
2020/02/25/17:31:34.856810,630,1582669894,855992078,,42.337184906,-71.0903320312,4.0,0.995000004768,327796.90625,4689330.5,19,T
2020/02/25/17:31:36.973071,631,1582669896,972276926,,42.337184906,-71.0903320312,4.0,0.996999979019,327796.90625,4689330.5,19,T
2020/02/25/17:31:39.089064,632,1582669899,88464021,,42.337184906,-71.0903320312,4.0,0.992999970913,327796.90625,4689330.5,19,T
2020/02/25/17:31:41.205473,633,1582669901,204797029,,42.337184906,-71.0903320312,4.0,0.990000009537,327796.90625,4689330.5,19,T
2020/02/25/17:31:43.320537,634,1582669903,319844961,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:31:45.437229,635,1582669905,436578035,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:31:47.553770,636,1582669907,553427934,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:31:49.672786,637,1582669909,672144889,,42.337184906,-71.0903320312,4.0,0.992999970913,327796.90625,4689330.5,19,T
2020/02/25/17:31:51.793591,638,1582669911,792953968,,42.337184906,-71.0903320312,4.0,0.994000017643,327796.90625,4689330.5,19,T
2020/02/25/17:31:53.912662,639,1582669913,911993980,,42.337184906,-71.0903320312,4.0,0.991999983788,327796.90625,4689330.5,19,T
2020/02/25/17:31:56.031943,640,1582669916,31188011,,42.337184906,-71.0903320312,4.0,0.991999983788,327796.90625,4689330.5,19,T
2020/02/25/17:31:58.151745,641,1582669918,151474952,,42.337184906,-71.0903320312,4.0,0.989000022411,327796.90625,4689330.5,19,T
2020/02/25/17:31:58.505264,642,1582669918,504718065,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:32:00.627692,643,1582669920,627079010,,42.337184906,-71.0903320312,4.0,0.990999996662,327796.90625,4689330.5,19,T
2020/02/25/17:32:02.747969,644,1582669922,747345924,,42.337184906,-71.0903320312,4.0,0.989000022411,327796.90625,4689330.5,19,T
2020/02/25/17:32:04.867932,645,1582669924,867328882,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
2020/02/25/17:32:06.987649,646,1582669926,986982107,,42.337184906,-71.0903320312,4.0,0.98400002718,327796.90625,4689330.5,19,T
2020/02/25/17:32:09.105900,647,1582669929,105257034,,42.337184906,-71.0903320312,4.0,0.98299998045,327796.90625,4689330.5,19,T
